2024-12-27 11:05:09.8629 | events:41 | INFO | 开始检查当前环境是否满足配置文件中设备所需全部IP
2024-12-27 11:20:47.5616 | events:41 | INFO | 开始检查当前环境是否满足配置文件中设备所需全部IP
2024-12-27 11:20:47.5742 | events:50 | INFO | 配置文件中所需的所有设备IP地址: ['192.168.24.114', '192.168.24.115', '192.168.24.116', '192.168.24.117', '192.168.24.118', '192.168.24.119']，对应设备名称: ['channel_camera_ip', 'parking_camera_ip', 'lora_node_ip', 'four_bytes_node_ip', 'network_led_ip', 'network_lcd_ip']
2024-12-27 11:20:47.5742 | events:63 | INFO | 环境满足，开始初始化设备
2024-12-27 11:20:47.5841 | device_manager:65 | INFO | 通道相机设备初始化成功
2024-12-27 11:20:47.5925 | device_manager:76 | INFO | 车位相机设备初始化成功
2024-12-27 11:20:47.5956 | services:244 | INFO | 车位相机收到服务器的车位状态上报返回：{'protocol_head': '0xfb', 'timestamp': 1735269647, 'command_code': 'S', 'total_packets': 1, 'packet_number': 0, 'data_length': 1, 'data_content': '\x00', 'checksum': 342, 'protocol_tail': '0xfe'}
2024-12-27 11:20:47.5956 | device_manager:86 | INFO | Lora节点初始化成功
2024-12-27 11:20:47.5977 | device_manager:96 | INFO | 四字节网络节点初始化成功
2024-12-27 11:20:47.6008 | device_manager:107 | INFO | 网络led屏初始化成功
2024-12-27 11:20:47.6362 | device_manager:118 | INFO | 网络lcd一体屏初始化成功
2024-12-27 11:20:47.6362 | events:66 | INFO | 所有设备初始化成功
2024-12-27 11:20:47.6403 | events:73 | INFO | sqlite初始化成功
2024-12-27 11:20:47.6534 | services:82 | INFO | LCD一体屏收到来自服务器的指令 {'code': 5000, 'message': '屏地址[24119119]有误，未查询到屏信息！', 'data': ''}
2024-12-27 11:20:47.6534 | services:91 | INFO | LCD一体屏指令响应包发送成功，reqid：None
2024-12-27 11:20:47.6690 | services:95 | INFO | LCD一体屏录入接收到的下发指令到数据库成功{"code":5000,"message":"屏地址[24119119]有误，未查询到屏信息！","data":""}
2024-12-27 11:21:14.9334 | events:41 | INFO | 开始检查当前环境是否满足配置文件中设备所需全部IP
2024-12-27 11:21:14.9477 | events:50 | INFO | 配置文件中所需的所有设备IP地址: ['192.168.24.114', '192.168.24.115', '192.168.24.116', '192.168.24.117', '192.168.24.118', '192.168.24.119']，对应设备名称: ['channel_camera_ip', 'parking_camera_ip', 'lora_node_ip', 'four_bytes_node_ip', 'network_led_ip', 'network_lcd_ip']
2024-12-27 11:21:14.9477 | events:63 | INFO | 环境满足，开始初始化设备
2024-12-27 11:21:14.9561 | device_manager:65 | INFO | 通道相机设备初始化成功
2024-12-27 11:21:14.9631 | device_manager:76 | INFO | 车位相机设备初始化成功
2024-12-27 11:21:14.9653 | services:244 | INFO | 车位相机收到服务器的车位状态上报返回：{'protocol_head': '0xfb', 'timestamp': 1735269674, 'command_code': 'S', 'total_packets': 1, 'packet_number': 0, 'data_length': 1, 'data_content': '\x00', 'checksum': 369, 'protocol_tail': '0xfe'}
2024-12-27 11:21:14.9664 | device_manager:86 | INFO | Lora节点初始化成功
2024-12-27 11:21:14.9697 | device_manager:96 | INFO | 四字节网络节点初始化成功
2024-12-27 11:21:14.9724 | device_manager:107 | INFO | 网络led屏初始化成功
2024-12-27 11:21:14.9940 | device_manager:118 | INFO | 网络lcd一体屏初始化成功
2024-12-27 11:21:14.9940 | events:66 | INFO | 所有设备初始化成功
2024-12-27 11:21:14.9982 | events:73 | INFO | sqlite初始化成功
2024-12-27 11:21:15.0167 | services:82 | INFO | LCD一体屏收到来自服务器的指令 {'code': 5000, 'message': '屏地址[24119119]有误，未查询到屏信息！', 'data': ''}
2024-12-27 11:21:15.0178 | services:91 | INFO | LCD一体屏指令响应包发送成功，reqid：None
2024-12-27 11:21:15.0316 | services:95 | INFO | LCD一体屏录入接收到的下发指令到数据库成功{"code":5000,"message":"屏地址[24119119]有误，未查询到屏信息！","data":""}
